Date,Location,New Cases,New Deaths,New Recovered,Island,Area (km2),Population,Population Density,New Cases per Million,Total Cases per Million,New Deaths per Million,Case Fatality Rate,Case Recovered Rate,Growth Factor of New Cases,Growth Factor of New Deaths
3/27/2020,Banten,25,2,3,Jawa,9663,10722374,1109.64,2.33,2.89,0.19,0.6774,5.5161,,
3/27/2020,DKI Jakarta,74,7,6,Jawa,664,10846145,16334.31,6.82,21.3,0.65,0.303,0.4459,1.3,3.5
3/27/2020,Daerah Istimewa Yogyakarta,1,0,0,Jawa,3133,3631015,1158.9,0.28,1.1,0,0.5,0.75,,1
3/27/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.29,0,0,4,1,1
3/27/2020,Jawa Barat,16,3,1,Jawa,35378,45161325,1276.55,0.35,1.93,0.07,0.2414,0.8391,3.2,3
3/27/2020,Jawa Tengah,8,1,1,Jawa,32801,36364072,1108.64,0.22,1.65,0.03,0.2667,0.35,2,
3/27/2020,Jawa Timur,3,1,0,Jawa,47803,40479023,846.78,0.07,2.05,0.02,0.4578,4.0723,0.23,1
3/27/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,0.78,0,1,19.5,0,1
3/27/2020,Kalimantan Timur,0,0,0,Kalimantan,129067,3552191,27.52,0,2.25,0,0,0.375,1,1
3/27/2020,Kepulauan Riau,0,0,0,Sumatera,8202,1929400,235.24,0,0.52,0,1,0,1,1
3/27/2020,Lampung,1,0,0,Sumatera,34624,9095591,262.7,0.11,0.33,0,0,0,0.5,1
3/27/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,1,1,1
3/27/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
3/27/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,1.38,0,0.1667,0.3333,0,1
3/27/2020,Papua Barat,2,0,0,Papua,102955,1140701,11.08,1.75,1.75,0,0.5,0.5,,
3/27/2020,Riau,0,0,0,Sumatera,87024,6074100,69.8,0,0.16,0,0,1,1,1
3/27/2020,Sulawesi Selatan,2,0,0,Sulawesi,46717,9426885,201.78,0.21,3.08,0,0.0345,0.1724,0.14,1
3/27/2020,Sulawesi Tengah,0,0,0,Sulawesi,61841,2955567,47.79,0,0.34,0,0,0,0,1
3/27/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
3/27/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,0.38,0,1,5,0,1
3/27/2020,Sumatera Barat,2,0,0,Sumatera,42013,5519245,131.37,0.36,0.91,0,0,0.2,0.67,1
3/27/2020,Sumatera Selatan,0,0,0,Sumatera,91592,8217551,89.72,0,0.12,0,2,1,1,1
3/27/2020,Sumatera Utara,0,1,0,Sumatera,72981,14874889,203.82,0,0.07,0.07,2,10,1,
3/28/2020,Aceh,1,0,0,Sumatera,57956,5247257,90.54,0.19,0.95,0,0,0.2,0.33,1
3/28/2020,Bali,0,0,0,Nusa Tenggara,5780,4216171,729.43,0,0.47,0,1,1.5,1,1
3/28/2020,Banten,10,2,7,Jawa,9663,10722374,1109.64,0.93,3.82,0.19,0.561,4.3415,0.4,1
3/28/2020,DKI Jakarta,48,9,9,Jawa,664,10846145,16334.31,4.43,25.72,0.83,0.2832,0.4014,0.65,1.29
3/28/2020,Daerah Istimewa Yogyakarta,0,0,0,Jawa,3133,3631015,1158.9,0,1.1,0,0.5,0.75,0,1
3/28/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.29,0,0,4,1,1
3/28/2020,Jawa Barat,19,3,1,Jawa,35378,45161325,1276.55,0.42,2.35,0.07,0.2264,0.6981,1.19,1
3/28/2020,Jawa Tengah,15,2,2,Jawa,32801,36364072,1108.64,0.41,2.06,0.05,0.24,0.3067,1.88,2
3/28/2020,Jawa Timur,14,2,2,Jawa,47803,40479023,846.78,0.35,2.4,0.05,0.4124,3.5052,4.67,2
3/28/2020,Kalimantan Tengah,1,0,0,Kalimantan,153565,2570289,16.74,0.39,1.17,0,0.6667,13,,1
3/28/2020,Kalimantan Timur,5,0,0,Kalimantan,129067,3552191,27.52,1.41,3.66,0,0,0.2308,,1
3/28/2020,Kalimantan Utara,2,0,0,Kalimantan,75468,648407,8.59,3.08,3.08,0,0,0,,
3/28/2020,Kepulauan Riau,1,0,2,Sumatera,8202,1929400,235.24,0.52,1.04,0,0.5,1,,1
3/28/2020,Lampung,0,0,0,Sumatera,34624,9095591,262.7,0,0.33,0,0,0,0,1
3/28/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,1,1,1
3/28/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
3/28/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,1.38,0,0.1667,0.3333,1,1
3/28/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,0,1
3/28/2020,Riau,0,0,0,Sumatera,87024,6074100,69.8,0,0.16,0,0,1,1,1
3/28/2020,Sulawesi Barat,1,0,0,Sulawesi,16787,1559984,92.93,0.64,0.64,0,0,0,,
3/28/2020,Sulawesi Selatan,3,0,0,Sulawesi,46717,9426885,201.78,0.32,3.39,0,0.0313,0.1563,1.5,1
3/28/2020,Sulawesi Tengah,1,0,0,Sulawesi,61841,2955567,47.79,0.34,0.68,0,0,0,,1
3/28/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
3/28/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,0.38,0,1,5,1,1
3/28/2020,Sumatera Barat,0,0,0,Sumatera,42013,5519245,131.37,0,0.91,0,0,0.2,0,1
3/28/2020,Sumatera Selatan,1,0,0,Sumatera,91592,8217551,89.72,0.12,0.24,0,1,0.5,,1
3/28/2020,Sumatera Utara,0,0,0,Sumatera,72981,14874889,203.82,0,0.07,0,2,10,1,0
3/29/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,0,1
3/29/2020,Bali,1,0,0,Nusa Tenggara,5780,4216171,729.43,0.24,0.71,0,0.6667,1,,1
3/29/2020,Banten,2,2,2,Jawa,9663,10722374,1109.64,0.19,4.01,0.19,0.5814,4.186,0.2,1
3/29/2020,DKI Jakarta,52,10,0,Jawa,664,10846145,16334.31,4.79,30.52,0.92,0.2689,0.3384,1.08,1.11
3/29/2020,Daerah Istimewa Yogyakarta,0,0,0,Jawa,3133,3631015,1158.9,0,1.1,0,0.5,0.75,1,1
3/29/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.29,0,0,4,1,1
3/29/2020,Jawa Barat,27,3,3,Jawa,35378,45161325,1276.55,0.6,2.94,0.07,0.203,0.5789,1.42,1
3/29/2020,Jawa Tengah,11,3,0,Jawa,32801,36364072,1108.64,0.3,2.36,0.08,0.2442,0.2674,0.73,1.5
3/29/2020,Jawa Timur,12,1,28,Jawa,47803,40479023,846.78,0.3,2.69,0.02,0.3761,3.3761,0.86,0.5
3/29/2020,Kalimantan Barat,7,0,2,Kalimantan,147307,5422814,36.81,1.29,1.29,0,0.2857,0.4286,,
3/29/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,1.17,0,0.6667,13,0,1
3/29/2020,Kalimantan Timur,0,0,0,Kalimantan,129067,3552191,27.52,0,3.66,0,0,0.2308,0,1
3/29/2020,Kalimantan Utara,0,0,0,Kalimantan,75468,648407,8.59,0,3.08,0,0,0,0,1
3/29/2020,Kepulauan Riau,0,0,0,Sumatera,8202,1929400,235.24,0,1.04,0,0.5,1,0,1
3/29/2020,Lampung,0,0,0,Sumatera,34624,9095591,262.7,0,0.33,0,0,0,1,1
3/29/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,1,1,1
3/29/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
3/29/2020,Papua,2,0,0,Papua,319036,4340348,13.6,0.46,1.84,0,0.125,0.25,,1
3/29/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
3/29/2020,Riau,1,0,0,Sumatera,87024,6074100,69.8,0.16,0.33,0,0,0.5,,1
3/29/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,0.64,0,0,0,0,1
3/29/2020,Sulawesi Selatan,15,0,0,Sulawesi,46717,9426885,201.78,1.59,4.99,0,0.0213,0.1064,5,1
3/29/2020,Sulawesi Tengah,0,0,0,Sulawesi,61841,2955567,47.79,0,0.68,0,0,0,0,1
3/29/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
3/29/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,0.38,0,1,5,1,1
3/29/2020,Sumatera Barat,0,0,0,Sumatera,42013,5519245,131.37,0,0.91,0,0,0.2,1,1
3/29/2020,Sumatera Selatan,0,0,0,Sumatera,91592,8217551,89.72,0,0.24,0,1,0.5,0,1
3/29/2020,Sumatera Utara,0,0,0,Sumatera,72981,14874889,203.82,0,0.07,0,2,10,1,1
3/30/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,1,1
3/30/2020,Bali,9,0,0,Nusa Tenggara,5780,4216171,729.43,2.13,2.85,0,0.1667,0.25,9,1
3/30/2020,Banten,22,0,3,Jawa,9663,10722374,1109.64,2.05,6.06,0,0.3846,2.8154,11,0
3/30/2020,DKI Jakarta,33,7,0,Jawa,664,10846145,16334.31,3.04,33.56,0.65,0.2637,0.3077,0.63,0.7
3/30/2020,Daerah Istimewa Yogyakarta,2,0,1,Jawa,3133,3631015,1158.9,0.55,1.65,0,0.3333,0.6667,,1
3/30/2020,Jambi,1,0,0,Sumatera,50058,3493357,69.79,0.29,0.57,0,0,2,,1
3/30/2020,Jawa Barat,19,3,5,Jawa,35378,45161325,1276.55,0.42,3.37,0.07,0.1974,0.5395,0.7,1
3/30/2020,Jawa Tengah,17,1,1,Jawa,32801,36364072,1108.64,0.47,2.83,0.03,0.2136,0.233,1.55,0.33
3/30/2020,Jawa Timur,7,2,0,Jawa,47803,40479023,846.78,0.17,2.87,0.05,0.3707,3.1724,0.58,2
3/30/2020,Kalimantan Barat,1,0,0,Kalimantan,147307,5422814,36.81,0.18,1.48,0,0.25,0.375,0.14,1
3/30/2020,Kalimantan Selatan,5,0,0,Kalimantan,38744,4023049,103.84,1.24,1.24,0,0,0,,
3/30/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,1.17,0,0.6667,13,1,1
3/30/2020,Kalimantan Timur,0,0,0,Kalimantan,129067,3552191,27.52,0,3.66,0,0,0.2308,1,1
3/30/2020,Kalimantan Utara,0,0,0,Kalimantan,75468,648407,8.59,0,3.08,0,0,0,1,1
3/30/2020,Kepulauan Bangka Belitung,1,0,0,Sumatera,16424,1379767,84.01,0.72,0.72,0,0,0,,
3/30/2020,Kepulauan Riau,2,2,0,Sumatera,8202,1929400,235.24,1.04,2.07,1.04,0.75,0.5,,
3/30/2020,Lampung,4,1,0,Sumatera,34624,9095591,262.7,0.44,0.77,0.11,0.1429,0,,
3/30/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,1,1,1
3/30/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
3/30/2020,Papua,0,0,0,Papua,319036,4340348,13.6,0,1.84,0,0.125,0.25,0,1
3/30/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
3/30/2020,Riau,1,0,0,Sumatera,87024,6074100,69.8,0.16,0.49,0,0,0.3333,1,1
3/30/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,0.64,0,0,0,1,1
3/30/2020,Sulawesi Selatan,4,2,0,Sulawesi,46717,9426885,201.78,0.42,5.41,0.21,0.0588,0.098,0.27,
3/30/2020,Sulawesi Tengah,0,0,0,Sulawesi,61841,2955567,47.79,0,0.68,0,0,0,1,1
3/30/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
3/30/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,0.38,0,1,5,1,1
3/30/2020,Sumatera Barat,3,0,0,Sumatera,42013,5519245,131.37,0.54,1.45,0,0,0.125,,1
3/30/2020,Sumatera Selatan,0,0,0,Sumatera,91592,8217551,89.72,0,0.24,0,1,0.5,1,1
3/30/2020,Sumatera Utara,6,0,0,Sumatera,72981,14874889,203.82,0.4,0.47,0,0.2857,1.4286,,1
3/31/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,1,1
3/31/2020,Bali,0,0,1,Nusa Tenggara,5780,4216171,729.43,0,2.85,0,0.1667,0.3333,0,1
3/31/2020,Banten,14,2,1,Jawa,9663,10722374,1109.64,1.31,7.37,0.19,0.3418,2.3291,0.64,
3/31/2020,Bengkulu,1,1,0,Sumatera,19919,1999539,100.38,0.5,0.5,0.5,1,0,,
3/31/2020,DKI Jakarta,44,10,0,Jawa,664,10846145,16334.31,4.06,37.62,0.92,0.2598,0.2745,1.33,1.43
3/31/2020,Daerah Istimewa Yogyakarta,5,0,0,Jawa,3133,3631015,1158.9,1.38,3.03,0,0.1818,0.3636,2.5,1
3/31/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.57,0,0,2,0,1
3/31/2020,Jawa Barat,7,0,3,Jawa,35378,45161325,1276.55,0.15,3.52,0,0.1887,0.5346,0.37,0
3/31/2020,Jawa Tengah,15,2,0,Jawa,32801,36364072,1108.64,0.41,3.24,0.05,0.2034,0.2034,0.88,2
3/31/2020,Jawa Timur,1,0,0,Jawa,47803,40479023,846.78,0.02,2.89,0,0.3675,3.1453,0.14,0
3/31/2020,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,1.48,0,0.25,0.375,0,1
3/31/2020,Kalimantan Selatan,2,0,0,Kalimantan,38744,4023049,103.84,0.5,1.74,0,0,0,0.4,1
3/31/2020,Kalimantan Tengah,4,0,2,Kalimantan,153565,2570289,16.74,1.56,2.72,0,0.2857,5.8571,,1
3/31/2020,Kalimantan Timur,3,1,0,Kalimantan,129067,3552191,27.52,0.84,4.5,0.28,0.0625,0.1875,,
3/31/2020,Kalimantan Utara,0,0,0,Kalimantan,75468,648407,8.59,0,3.08,0,0,0,1,1
3/31/2020,Kepulauan Bangka Belitung,1,1,0,Sumatera,16424,1379767,84.01,0.72,1.45,0.72,0.5,0,1,
3/31/2020,Kepulauan Riau,1,0,0,Sumatera,8202,1929400,235.24,0.52,2.59,0,0.6,0.4,0.5,0
3/31/2020,Lampung,0,1,0,Sumatera,34624,9095591,262.7,0,0.77,0.11,0.2857,0,0,1
3/31/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,1,1,1
3/31/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
3/31/2020,Nusa Tenggara Barat,2,0,0,Nusa Tenggara,18572,5270247,283.77,0.38,0.38,0,0,0,,
3/31/2020,Papua,1,0,1,Papua,319036,4340348,13.6,0.23,2.07,0,0.1111,0.3333,,1
3/31/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
3/31/2020,Riau,0,0,0,Sumatera,87024,6074100,69.8,0,0.49,0,0,0.3333,0,1
3/31/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,0.64,0,0,0,1,1
3/31/2020,Sulawesi Selatan,0,1,0,Sulawesi,46717,9426885,201.78,0,5.41,0.11,0.0784,0.098,0,0.5
3/31/2020,Sulawesi Tengah,0,0,0,Sulawesi,61841,2955567,47.79,0,0.68,0,0,0,1,1
3/31/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
3/31/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,0.38,0,1,5,1,1
3/31/2020,Sumatera Barat,0,0,0,Sumatera,42013,5519245,131.37,0,1.45,0,0,0.125,0,1
3/31/2020,Sumatera Selatan,3,0,0,Sumatera,91592,8217551,89.72,0.37,0.61,0,0.4,0.2,,1
3/31/2020,Sumatera Utara,6,2,0,Sumatera,72981,14874889,203.82,0.4,0.87,0.13,0.3077,0.7692,1,
4/1/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,1,1
4/1/2020,Bali,6,0,1,Nusa Tenggara,5780,4216171,729.43,1.42,4.27,0,0.1111,0.2778,,1
4/1/2020,Banten,12,1,6,Jawa,9663,10722374,1109.64,1.12,8.49,0.09,0.3077,2.0879,0.86,0.5
4/1/2020,Bengkulu,0,0,0,Sumatera,19919,1999539,100.38,0,0.5,0,1,0,0,0
4/1/2020,DKI Jakarta,59,1,0,Jawa,664,10846145,16334.31,5.44,43.06,0.09,0.2291,0.2398,1.34,0.1
4/1/2020,Daerah Istimewa Yogyakarta,6,0,1,Jawa,3133,3631015,1158.9,1.65,4.68,0,0.1176,0.2941,1.2,1
4/1/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.57,0,0,2,1,1
4/1/2020,Jawa Barat,20,1,2,Jawa,35378,45161325,1276.55,0.44,3.96,0.02,0.1732,0.486,2.86,
4/1/2020,Jawa Tengah,19,8,16,Jawa,32801,36364072,1108.64,0.52,3.77,0.22,0.2336,0.292,1.27,4
4/1/2020,Jawa Timur,9,4,77,Jawa,47803,40479023,846.78,0.22,3.11,0.1,0.373,3.5317,9,
4/1/2020,Kalimantan Barat,1,0,0,Kalimantan,147307,5422814,36.81,0.18,1.66,0,0.2222,0.3333,,1
4/1/2020,Kalimantan Selatan,0,0,0,Kalimantan,38744,4023049,103.84,0,1.74,0,0,0,0,1
4/1/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,2.72,0,0.2857,5.8571,0,1
4/1/2020,Kalimantan Timur,1,0,0,Kalimantan,129067,3552191,27.52,0.28,4.79,0,0.0588,0.1765,0.33,0
4/1/2020,Kalimantan Utara,0,0,0,Kalimantan,75468,648407,8.59,0,3.08,0,0,0,1,1
4/1/2020,Kepulauan Bangka Belitung,0,0,0,Sumatera,16424,1379767,84.01,0,1.45,0,0.5,0,0,0
4/1/2020,Kepulauan Riau,0,0,0,Sumatera,8202,1929400,235.24,0,2.59,0,0.6,0.4,0,1
4/1/2020,Lampung,0,0,0,Sumatera,34624,9095591,262.7,0,0.77,0,0.2857,0,1,0
4/1/2020,Maluku,0,0,1,Maluku,46914,1847097,39.37,0,0.54,0,1,2,1,1
4/1/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
4/1/2020,Nusa Tenggara Barat,2,0,0,Nusa Tenggara,18572,5270247,283.77,0.38,0.76,0,0,0,1,1
4/1/2020,Papua,0,0,1,Papua,319036,4340348,13.6,0,2.07,0,0.1111,0.4444,0,1
4/1/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
4/1/2020,Riau,0,1,0,Sumatera,87024,6074100,69.8,0,0.49,0.16,0.3333,0.3333,1,
4/1/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,0.64,0,0,0,1,1
4/1/2020,Sulawesi Selatan,14,0,0,Sulawesi,46717,9426885,201.78,1.49,6.9,0,0.0615,0.0769,,0
4/1/2020,Sulawesi Tengah,0,0,0,Sulawesi,61841,2955567,47.79,0,0.68,0,0,0,1,1
4/1/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
4/1/2020,Sulawesi Utara,2,0,0,Sulawesi,13892,2641884,190.17,0.76,1.14,0,0.3333,1.6667,,1
4/1/2020,Sumatera Barat,0,0,0,Sumatera,42013,5519245,131.37,0,1.45,0,0,0.125,1,1
4/1/2020,Sumatera Selatan,0,0,0,Sumatera,91592,8217551,89.72,0,0.61,0,0.4,0.2,0,1
4/1/2020,Sumatera Utara,2,0,0,Sumatera,72981,14874889,203.82,0.13,1.01,0,0.2667,0.6667,0.33,0
4/2/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,1,1
4/2/2020,Bali,0,0,0,Nusa Tenggara,5780,4216171,729.43,0,4.27,0,0.1111,0.2778,0,1
4/2/2020,Banten,6,2,1,Jawa,9663,10722374,1109.64,0.56,9.05,0.19,0.3093,1.9691,0.5,2
4/2/2020,Bengkulu,0,0,0,Sumatera,19919,1999539,100.38,0,0.5,0,1,0,1,1
4/2/2020,DKI Jakarta,70,5,2,Jawa,664,10846145,16334.31,6.45,49.51,0.46,0.2086,0.2123,1.19,5
4/2/2020,Daerah Istimewa Yogyakarta,0,1,0,Jawa,3133,3631015,1158.9,0,4.68,0.28,0.1765,0.2941,0,
4/2/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.57,0,0,2,1,1
4/2/2020,Jawa Barat,15,5,1,Jawa,35378,45161325,1276.55,0.33,4.3,0.11,0.1856,0.4536,0.75,5
4/2/2020,Jawa Tengah,5,2,2,Jawa,32801,36364072,1108.64,0.14,3.9,0.05,0.2394,0.2958,0.26,0.25
4/2/2020,Jawa Timur,0,12,91,Jawa,47803,40479023,846.78,0,3.11,0.3,0.4683,4.254,0,3
4/2/2020,Kalimantan Barat,0,1,0,Kalimantan,147307,5422814,36.81,0,1.66,0.18,0.3333,0.3333,0,
4/2/2020,Kalimantan Selatan,0,0,0,Kalimantan,38744,4023049,103.84,0,1.74,0,0,0,1,1
4/2/2020,Kalimantan Tengah,0,0,0,Kalimantan,153565,2570289,16.74,0,2.72,0,0.2857,5.8571,1,1
4/2/2020,Kalimantan Timur,0,0,0,Kalimantan,129067,3552191,27.52,0,4.79,0,0.0588,0.1765,0,1
4/2/2020,Kalimantan Utara,0,0,0,Kalimantan,75468,648407,8.59,0,3.08,0,0,0,1,1
4/2/2020,Kepulauan Bangka Belitung,0,0,0,Sumatera,16424,1379767,84.01,0,1.45,0,0.5,0,1,1
4/2/2020,Kepulauan Riau,2,1,2,Sumatera,8202,1929400,235.24,1.04,3.63,0.52,0.5714,0.5714,,
4/2/2020,Lampung,0,0,0,Sumatera,34624,9095591,262.7,0,0.77,0,0.2857,0,1,1
4/2/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,2,1,1
4/2/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
4/2/2020,Nusa Tenggara Barat,0,0,0,Nusa Tenggara,18572,5270247,283.77,0,0.76,0,0,0,0,1
4/2/2020,Papua,0,0,1,Papua,319036,4340348,13.6,0,2.07,0,0.1111,0.5556,1,1
4/2/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
4/2/2020,Riau,4,0,0,Sumatera,87024,6074100,69.8,0.66,1.15,0,0.1429,0.1429,,0
4/2/2020,Sulawesi Barat,0,0,0,Sulawesi,16787,1559984,92.93,0,0.64,0,0,0,1,1
4/2/2020,Sulawesi Selatan,0,2,4,Sulawesi,46717,9426885,201.78,0,6.9,0.21,0.0923,0.1385,0,
4/2/2020,Sulawesi Tengah,0,1,0,Sulawesi,61841,2955567,47.79,0,0.68,0.34,0.5,0,1,
4/2/2020,Sulawesi Tenggara,0,0,0,Sulawesi,38068,2635461,69.23,0,1.14,0,0,0,1,1
4/2/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,1.14,0,0.3333,1.6667,0,1
4/2/2020,Sumatera Barat,0,0,0,Sumatera,42013,5519245,131.37,0,1.45,0,0,0.125,1,1
4/2/2020,Sumatera Selatan,6,0,0,Sumatera,91592,8217551,89.72,0.73,1.34,0,0.1818,0.0909,,1
4/2/2020,Sumatera Utara,0,0,0,Sumatera,72981,14874889,203.82,0,1.01,0,0.2667,0.6667,0,1
4/3/2020,Aceh,0,0,0,Sumatera,57956,5247257,90.54,0,0.95,0,0,0.2,1,1
4/3/2020,Bali,3,0,0,Nusa Tenggara,5780,4216171,729.43,0.71,4.98,0,0.0952,0.2381,,1
4/3/2020,Banten,4,0,4,Jawa,9663,10722374,1109.64,0.37,9.42,0,0.297,1.9307,0.67,0
4/3/2020,Bengkulu,1,0,0,Sumatera,19919,1999539,100.38,0.5,1,0,0.5,0,,1
4/3/2020,DKI Jakarta,71,6,2,Jawa,664,10846145,16334.31,6.55,56.06,0.55,0.1941,0.1908,1.01,1.2
4/3/2020,Daerah Istimewa Yogyakarta,0,0,0,Jawa,3133,3631015,1158.9,0,4.68,0,0.1765,0.2941,1,0
4/3/2020,Jambi,0,0,0,Sumatera,50058,3493357,69.79,0,0.57,0,0,2,1,1
4/3/2020,Jawa Barat,2,1,2,Jawa,35378,45161325,1276.55,0.04,4.34,0.02,0.1888,0.4592,0.13,0.2
4/3/2020,Jawa Tengah,19,1,5,Jawa,32801,36364072,1108.64,0.52,4.43,0.03,0.2174,0.2919,3.8,0.5
4/3/2020,Jawa Timur,47,1,7,Jawa,47803,40479023,846.78,1.16,4.27,0.02,0.3468,3.1387,,0.08
4/3/2020,Kalimantan Barat,0,0,0,Kalimantan,147307,5422814,36.81,0,1.66,0,0.3333,0.3333,1,0
4/3/2020,Kalimantan Selatan,0,0,0,Kalimantan,38744,4023049,103.84,0,1.74,0,0,0,1,1
4/3/2020,Kalimantan Tengah,2,0,0,Kalimantan,153565,2570289,16.74,0.78,3.5,0,0.2222,4.5556,,1
4/3/2020,Kalimantan Timur,1,0,0,Kalimantan,129067,3552191,27.52,0.28,5.07,0,0.0556,0.1667,,1
4/3/2020,Kalimantan Utara,6,0,0,Kalimantan,75468,648407,8.59,9.25,12.34,0,0,0,,1
4/3/2020,Kepulauan Bangka Belitung,0,0,0,Sumatera,16424,1379767,84.01,0,1.45,0,0.5,0,1,1
4/3/2020,Kepulauan Riau,2,0,0,Sumatera,8202,1929400,235.24,1.04,4.66,0,0.4444,0.4444,1,0
4/3/2020,Lampung,3,1,0,Sumatera,34624,9095591,262.7,0.33,1.1,0.11,0.3,0,,
4/3/2020,Maluku,0,0,0,Maluku,46914,1847097,39.37,0,0.54,0,1,2,1,1
4/3/2020,Maluku Utara,0,0,0,Maluku,31983,1307803,40.89,0,0.76,0,0,0,1,1
4/3/2020,Nusa Tenggara Barat,0,0,0,Nusa Tenggara,18572,5270247,283.77,0,0.76,0,0,0,1,1
4/3/2020,Papua,6,1,0,Papua,319036,4340348,13.6,1.38,3.46,0.23,0.1333,0.3333,,
4/3/2020,Papua Barat,0,0,0,Papua,102955,1140701,11.08,0,1.75,0,0.5,0.5,1,1
4/3/2020,Riau,3,0,0,Sumatera,87024,6074100,69.8,0.49,1.65,0,0.1,0.1,0.75,1
4/3/2020,Sulawesi Barat,1,0,0,Sulawesi,16787,1559984,92.93,0.64,1.28,0,0,0,,1
4/3/2020,Sulawesi Selatan,15,0,0,Sulawesi,46717,9426885,201.78,1.59,8.49,0,0.075,0.1125,,0
4/3/2020,Sulawesi Tengah,2,1,0,Sulawesi,61841,2955567,47.79,0.68,1.35,0.34,0.5,0,,1
4/3/2020,Sulawesi Tenggara,2,0,0,Sulawesi,38068,2635461,69.23,0.76,1.9,0,0,0,,1
4/3/2020,Sulawesi Utara,0,0,0,Sulawesi,13892,2641884,190.17,0,1.14,0,0.3333,1.6667,1,1
